country_code,country_name,event_name,event_category,event_subcategory,event_anchor_date,window_days,indicator_group,indicator_slug,indicator_name,indicator_frequency,before_mean,after_mean,absolute_change,percentage_change,historical_std,standardized_change,abs_standardized_change,nearby_event_count,contamination_level,nearby_event_names,is_contaminated_window
USA,United States,Debt ceiling deal 2023,economy,fiscal,2023-06-03,180,inflation,cpi,Consumer Price Index for All Urban Consumers,monthly,302.314,306.7622,4.448199999999986,1.4713840576354338,29.89898246617429,0.148774293741681,0.148774293741681,3.0,alta,First Republic Bank assumido pelo JPMorgan; Fed atinge pico do ciclo de juros; Colapso do Silicon Valley Bank,True
BRA,Brazil,Apresentacao do novo arcabouco fiscal,economy,fiscal,2023-03-30,365,interest_rate,selic,Selic,daily,0.0494626825396825,0.0471720524193548,-0.0022906301203277,-4.631026872612496,0.0154361689726012,-0.148393693046086,0.148393693046086,,,,
USA,United States,Fed inicia ciclo de corte de juros,economy,monetary_policy,2024-09-18,180,inflation,cpi,Consumer Price Index for All Urban Consumers,monthly,313.60083333333336,318.0313333333333,4.430499999999938,1.4127832355887462,29.89898246617429,0.1481823003512681,0.1481823003512681,1.0,moderada,Eleicao presidencial,True
ARG,Argentina,Renuncia de Martin Guzman,economy,economic_policy,2022-07-02,30,exchange_rate,dolar_blue,Dolar blue Argentina,daily,219.72727272727272,292.8095238095238,73.08225108225108,33.26043698406131,495.6110040341538,0.1474588951564416,0.1474588951564416,0.0,baixa,,False
USA,United States,Tarifas comerciais contra China,economy,trade,2018-03-16,180,unemployment,unemployment,Unemployment Rate,monthly,4.1000000000000005,3.85,-0.2500000000000004,-6.097560975609766,1.7030513340652462,-0.1467953402222123,0.1467953402222123,2.0,moderada,Tax Cuts and Jobs Act; Inicio das tarifas EUA-China,True
BRA,Brazil,Teto de gastos,economy,fiscal,2016-12-15,30,exchange_rate,cambio,Taxa de cambio,daily,3.3963142857142854,3.2645142857142857,-0.1317999999999997,-3.8806773729505006,0.8979388807808837,-0.1467805914422384,0.1467805914422384,0.0,baixa,,False
BRA,Brazil,Retomada do ciclo de alta da Selic,economy,monetary_policy,2024-09-18,180,gasoline,gasolina,Gasolina,monthly,6.883333333333333,6.466666666666666,-0.4166666666666669,-6.0532687651331765,2.8754210401054223,-0.1449063148857638,0.1449063148857638,1.0,moderada,Eleicoes municipais,True
BRA,Brazil,Eleicao Bolsonaro,politics,election,2018-10-28,90,exchange_rate,cambio,Taxa de cambio,daily,3.931711111111111,3.8022327868852455,-0.1294783242258654,-3.2931800065359984,0.8979388807808837,-0.1441950304159519,0.1441950304159519,1.0,moderada,Facada em Bolsonaro,True
BRA,Brazil,Atos de 8 de janeiro,politics,institutional_crisis,2023-01-08,365,interest_rate,selic,Selic,daily,0.0468697410358565,0.0490941084337349,0.0022243673978783,4.745849558197207,0.0154361689726012,0.1441010008264676,0.1441010008264676,,,,
BRA,Brazil,Promulgacao da reforma tributaria,economy,fiscal,2023-12-20,180,exchange_rate,cambio,Taxa de cambio,daily,4.915500806451613,5.044497520661157,0.1289967142095438,2.6242842649976823,0.8979388807808837,0.1436586798617775,0.1436586798617775,2.0,moderada,Novo arcabouco fiscal; Inicio do ciclo de corte da Selic de 2023,True
BRA,Brazil,Crise Joesley Day,politics,political_crisis,2017-05-17,30,exchange_rate,cambio,Taxa de cambio,daily,3.150525,3.279361904761905,0.1288369047619051,4.089378905480996,0.8979388807808837,0.1434807062256435,0.1434807062256435,0.0,baixa,,False
USA,United States,Fed acelera ciclo de alta de juros,economy,monetary_policy,2017-03-15,180,gdp,real_gdp,Real Gross Domestic Product,quarterly,19351.3475,19583.8575,232.5099999999984,1.2015183955535829,1620.9778301855956,0.1434381122741061,0.1434381122741061,2.0,moderada,Alta de juros do Fed apos eleicao Trump; Eleicao Trump,True
